SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Trigger,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,mapped_burst_id
GRB 950301,1995-03-01,307.9599999999999,12.92,3448.0,1995-03-01 21:02:41.329,307.96,12.92,0.0,,950301
GRB 950305,1995-03-05,197.2,-11.12,3458.0,1995-03-05 15:05:04.945,197.2,-11.12,0.0,,950305
GRB 950311,1995-03-11,349.31,22.69,3465.0,1995-03-11 11:12:10.930,349.31,22.69,0.0,,950311
GRB 950317A,1995-03-17,85.0,-12.96,3471.0,1995-03-17 05:15:58.001,85.0,-12.96,0.0,,950317C
GRB 950325A,1995-03-25,52.81,50.5,3480.0,1995-03-25 07:10:44.401,52.81,50.5,0.0,,950325B
GRB 950325B,1995-03-25,66.22,-11.56,3481.0,1995-03-25 17:36:31.921,66.22,-11.56,0.0,,950325
GRB 950327A,1995-03-27,54.12,38.01,3485.0,1995-03-27 07:19:07.186,54.12,38.01,0.0,,950327B
GRB 950327B,1995-03-27,274.40000000000003,20.46,3486.0,1995-03-27 23:47:51.601,274.4,20.46,0.0,,950327
GRB 950401A,1995-04-01,197.93,56.95,3488.0,1995-04-01 11:50:42.354,197.93,56.95,0.0,,950401
GRB 950401B,1995-04-01,86.05999999999999,43.75,3489.0,1995-04-01 20:43:54.417,86.06,43.75,0.0,,950401B
GRB 950403A,1995-04-03,36.38999999999999,10.71,3491.0,1995-04-03 13:19:47.377,36.39,10.71,0.0,,950403B
GRB 950405A,1995-04-05,13.739999999999998,57.5,3493.0,1995-04-05 04:14:17.777,13.74,57.5,0.0,,950405
GRB 950412,1995-04-12,317.3599999999999,2.65,3503.0,1995-04-12 00:48:04.274,317.36,2.65,0.0,,950412
GRB 950413,1995-04-13,261.26,64.36999999999999,3505.0,1995-04-13 15:03:18.193,261.26,64.37,0.0,,950413
GRB 950416A,1995-04-16,186.32,30.2,3509.0,1995-04-16 13:26:59.761,186.32,30.2,0.0,,950416
GRB 950417,1995-04-17,136.17,-73.28999999999999,3511.0,1995-04-17 12:06:41.073,136.17,-73.29,0.0,,950417
GRB 950418,1995-04-18,92.4,3.26,3512.0,1995-04-18 23:16:35.633,92.4,3.26,0.0,,950418
GRB 950419,1995-04-19,50.24,54.46,3514.0,1995-04-19 11:23:47.249,50.24,54.46,0.0,,950419
GRB 950420,1995-04-20,281.03,-46.47,3515.0,1995-04-20 15:13:58.961,281.03,-46.47,0.0,,950420
GRB 950421,1995-04-21,72.00999999999999,-63.06,3516.0,1995-04-21 12:29:49.553,72.01,-63.06,0.0,,950421
GRB 950425,1995-04-25,163.16,-35.25,3523.0,1995-04-25 00:15:19.218,163.16,-35.25,0.0,,950425
GRB 950430A,1995-04-30,57.33999999999999,29.02,3527.0,1995-04-30 15:03:49.426,57.34,29.02,0.0,,950430
GRB 950430B,1995-04-30,125.40999999999998,61.41,3528.0,1995-04-30 16:33:36.945,125.41,61.41,0.0,,950430B
GRB 950506,1995-05-06,335.79999999999995,84.33999999999999,3552.0,1995-05-06 23:25:12.753,335.8,84.34,0.0,,950506
GRB 950509B,1995-05-09,44.44,22.93,3567.0,1995-05-09 23:16:05.938,44.44,22.93,0.0,,950509
GRB 950510,1995-05-10,188.57,-65.48,3569.0,1995-05-10 07:47:59.793,188.57,-65.48,0.0,,950510
GRB 950521,1995-05-21,22.21,-26.860000000000003,3588.0,1995-05-21 06:59:17.298,22.21,-26.86,0.0,,950521
GRB 950522B,1995-05-22,109.55999999999996,19.28,3593.0,1995-05-22 23:41:23.185,109.56,19.28,0.0,,950522
GRB 950530,1995-05-30,115.39,-21.6,3608.0,1995-05-30 15:16:54.577,115.39,-21.6,0.0,,950530
GRB 950531,1995-05-31,274.71,17.790000000000003,3611.0,1995-05-31 10:39:45.329,274.71,17.79,0.0,,950531
GRB 950602,1995-06-02,41.45,-58.5,3618.0,1995-06-02 07:06:32.753,41.45,-58.5,0.0,,950602
GRB 950608,1995-06-08,57.56,-53.6,3634.0,1995-06-08 22:34:32.497,57.56,-53.6,0.0,,950608
GRB 950610,1995-06-10,100.1,-17.65,3637.0,1995-06-10 01:54:09.457,100.1,-17.65,0.0,,950610
GRB 950624B,1995-06-24,165.36999999999998,14.989999999999998,3648.0,1995-06-24 23:21:24.401,165.37,14.99,0.0,,950624
GRB 950625,1995-06-25,271.64,-21.15,3649.0,1995-06-25 04:03:21.393,271.64,-21.15,0.0,,950625
GRB 950629,1995-06-29,83.12999999999998,9.47,3654.0,1995-06-29 10:17:16.721,83.13,9.47,0.0,,950629
GRB 950630,1995-06-30,174.28,21.48,3655.0,1995-06-30 21:10:37.489,174.28,21.48,0.0,,950630
GRB 950701B,1995-07-01,346.27,37.74,3658.0,1995-07-01 06:35:37.457,346.27,37.74,0.0,,950701B
GRB 950706,1995-07-06,28.61,31.52,3662.0,1995-07-06 11:52:15.537,28.61,31.52,0.0,,950706
GRB 950711,1995-07-11,85.80999999999999,-24.01,3663.0,1995-07-11 03:49:49.106,85.81,-24.01,0.0,,950711
GRB 950713,1995-07-13,286.67,30.040000000000003,3664.0,1995-07-13 08:56:16.562,286.67,30.04,0.0,,950713
GRB 950718,1995-07-18,200.43,31.65,3671.0,1995-07-18 17:55:35.218,200.43,31.65,0.0,,950718
GRB 950730,1995-07-30,251.81,25.34,3717.0,1995-07-30 10:01:29.522,251.81,25.34,0.0,,950730
GRB 950803,1995-08-03,134.7,57.63,3733.0,1995-08-03 18:12:51.506,134.7,57.63,0.0,,950803
GRB 950806A,1995-08-06,272.74999999999994,-31.35,3740.0,1995-08-06 00:14:08.562,272.75,-31.35,0.0,,950806
GRB 950808,1995-08-08,149.7,80.36,3745.0,1995-08-08 03:36:14.770,149.7,80.36,0.0,,950808
GRB 950818,1995-08-18,278.65,33.87,3765.0,1995-08-18 01:23:22.930,278.65,33.87,0.0,,950818
GRB 950819,1995-08-19,339.48,-61.25,3766.0,1995-08-19 23:35:34.322,339.48,-61.25,0.0,,950819
GRB 950822B,1995-08-22,125.67,-17.240000000000002,3768.0,1995-08-22 09:19:28.434,125.67,-17.24,0.0,,950822B
GRB 950830B,1995-08-30,330.06999999999994,-64.67,3771.0,1995-08-30 10:26:29.682,330.07,-64.67,0.0,,950830B
GRB 950901B,1995-09-01,316.39,13.38,3773.0,1995-09-01 11:12:20.146,316.39,13.38,0.0,,950901
GRB 950904B,1995-09-04,258.86,47.48,3776.0,1995-09-04 14:38:08.562,258.86,47.48,0.0,,950904
GRB 950907,1995-09-07,302.11999999999995,49.46,3779.0,1995-09-07 04:34:06.898,302.12,49.46,0.0,,950907
GRB 950909,1995-09-09,216.36,-0.11,3788.0,1995-09-09 23:44:12.466,216.36,-0.11,0.0,,950909
GRB 950911D,1995-09-11,69.69999999999999,54.03,3792.0,1995-09-11 23:20:50.866,69.7,54.03,0.0,,950911D
GRB 950916A,1995-09-16,13.18,-0.06,3800.0,1995-09-16 09:51:06.930,13.18,-0.06,0.0,,950916B
GRB 950916B,1995-09-16,192.72,24.17,3801.0,1995-09-16 21:23:16.274,192.72,24.17,0.0,,950916
GRB 950918,1995-09-18,39.27,53.62,3805.0,1995-09-18 11:48:35.634,39.27,53.62,0.0,,950918
GRB 950919B,1995-09-19,347.29999999999995,37.97,3807.0,1995-09-19 23:38:55.474,347.3,37.97,0.0,,950919B
GRB 950921A,1995-09-21,158.07,47.01,3811.0,1995-09-21 05:49:07.122,158.07,47.01,0.0,,950921
GRB 950922A,1995-09-22,244.65,39.77,3814.0,1995-09-22 04:18:14.322,244.65,39.77,0.0,,950922B
GRB 950922B,1995-09-22,160.79,37.21,3815.0,1995-09-22 07:12:10.674,160.79,37.21,0.0,,950922
GRB 950926,1995-09-26,167.64999999999998,46.69,3819.0,1995-09-26 17:45:19.282,167.65,46.69,0.0,,950926
GRB 951001,1995-10-01,214.04,50.73,3840.0,1995-10-01 22:14:05.234,214.04,50.73,0.0,,951001
GRB 951002,1995-10-02,46.05,-1.88,3843.0,1995-10-02 21:33:06.098,46.05,-1.88,0.0,,951002
GRB 951007,1995-10-07,204.22,8.66,3853.0,1995-10-07 01:16:08.754,204.22,8.66,0.0,,951007
GRB 951011,1995-10-11,40.86,-57.580000000000005,3860.0,1995-10-11 21:34:39.282,40.86,-57.58,0.0,,951011
GRB 951013,1995-10-13,252.67999999999995,48.61,3864.0,1995-10-13 23:18:09.330,252.68,48.61,0.0,,951013
GRB 951014A,1995-10-14,167.84999999999997,-20.64,3866.0,1995-10-14 12:06:04.210,167.85,-20.64,0.0,,951014B
GRB 951015B,1995-10-15,2.991666666666666,-12.3,3869.0,1995-10-15 16:27:39.314,2.99,-12.3,0.002,,951015
GRB 951016A,1995-10-16,35.81999999999999,-24.360000000000003,3870.0,1995-10-16 00:41:21.394,35.82,-24.36,0.0,,951016
GRB 951016B,1995-10-16,118.99,-49.09,3871.0,1995-10-16 19:53:28.754,118.99,-49.09,0.0,,951016B
GRB 951019,1995-10-19,161.51000000000002,-87.81,3875.0,1995-10-19 13:24:04.722,161.51,-87.81,0.0,,951019
GRB 951020,1995-10-20,356.42999999999995,6.64,3879.0,1995-10-20 11:57:53.714,356.43,6.64,0.0,,951020
GRB 951030A,1995-10-30,115.39,28.66,3886.0,1995-10-30 05:26:37.554,115.39,28.66,0.0,,951030B
GRB 951102A,1995-11-02,337.48,-57.22,3890.0,1995-11-02 00:31:50.450,337.48,-57.22,0.0,,951102C
GRB 951102B,1995-11-02,138.56999999999996,46.99,3891.0,1995-11-02 05:52:55.986,138.57,46.99,0.0,,951102
GRB 951102C,1995-11-02,189.64,-35.230000000000004,3892.0,1995-11-02 07:58:16.498,189.64,-35.23,0.0,,951102B
GRB 951104A,1995-11-04,40.38999999999999,27.26,3893.0,1995-11-04 01:37:42.834,40.39,27.26,0.0,,951104
GRB 951107A,1995-11-07,179.99999999999997,-12.82,3899.0,1995-11-07 07:17:50.386,180.0,-12.82,0.0,,951107C
GRB 951107B,1995-11-07,11.989999999999998,29.34,3900.0,1995-11-07 17:32:37.682,11.99,29.34,0.0,,951107
GRB 951107C,1995-11-07,148.86999999999995,39.85,3901.0,1995-11-07 22:38:19.826,148.87,39.85,0.0,,951107B
GRB 951111,1995-11-11,31.41,69.55,3903.0,1995-11-11 21:32:48.434,31.41,69.55,0.0,,951111
GRB 951112B,1995-11-12,132.51999999999998,49.080000000000005,3905.0,1995-11-12 18:27:59.794,132.52,49.08,0.0,,951112
GRB 951113,1995-11-13,355.11,-44.76,3906.0,1995-11-13 23:25:55.762,355.11,-44.76,0.0,,951113
GRB 951116,1995-11-16,11.56,-27.25,3908.0,1995-11-16 08:29:47.762,11.56,-27.25,0.0,,951116
GRB 951117A,1995-11-17,285.79,37.05,3909.0,1995-11-17 02:48:38.066,285.79,37.05,0.0,,951117
GRB 951119B,1995-11-19,306.46,-40.71,3912.0,1995-11-19 08:17:12.114,306.46,-40.71,0.0,,951119
GRB 951119C,1995-11-19,78.94999999999999,24.860000000000003,3913.0,1995-11-19 20:30:15.730,78.95,24.86,0.0,,951119B
GRB 951120A,1995-11-20,136.91,-33.19,3914.0,1995-11-20 03:24:10.802,136.91,-33.19,0.0,,951120B
GRB 951121,1995-11-21,206.54,-21.7,3916.0,1995-11-21 06:11:21.394,206.54,-21.7,0.0,,951121
GRB 951123,1995-11-23,53.74999999999999,24.5,3917.0,1995-11-23 18:10:05.618,53.75,24.5,0.0,,951123
GRB 951124A,1995-11-24,73.32,51.68,3918.0,1995-11-24 05:54:18.930,73.32,51.68,0.0,,951124
GRB 951127,1995-11-27,189.92,44.59,3924.0,1995-11-27 12:14:39.538,189.92,44.59,0.0,,951127
GRB 951128A,1995-11-28,250.64,50.31,3926.0,1995-11-28 10:26:40.946,250.64,50.31,0.0,,951128
GRB 951202,1995-12-02,328.06,-35.76,3929.0,1995-12-02 10:51:40.082,328.06,-35.76,0.0,,951202
GRB 951203,1995-12-03,279.84,-19.25,3930.0,1995-12-03 01:06:27.634,279.84,-19.25,0.0,,951203
GRB 951207,1995-12-07,189.67,1.15,3935.0,1995-12-07 13:28:10.162,189.67,1.15,0.0,,951207
GRB 951211B,1995-12-11,58.66,13.73,3941.0,1995-12-11 13:38:19.442,58.66,13.73,0.0,,951211B
GRB 951213,1995-12-13,283.98,-6.819999999999999,3954.0,1995-12-13 04:57:32.082,283.98,-6.82,0.0,,951213
GRB 951219,1995-12-19,240.79,60.51,4039.0,1995-12-19 16:51:19.730,240.79,60.51,0.0,,951219
GRB 951220,1995-12-20,104.53,23.2,4048.0,1995-12-20 08:51:21.906,104.53,23.2,0.0,,951220
GRB 951224,1995-12-24,226.35,-35.87,4095.0,1995-12-24 01:54:01.010,226.35,-35.87,0.0,,951224
GRB 951227,1995-12-27,68.60999999999999,1.59,4146.0,1995-12-27 22:00:00.946,68.61,1.59,0.0,,951227
GRB 951228,1995-12-28,93.13,28.22,4157.0,1995-12-28 15:47:26.002,93.13,28.22,0.0,,951228
GRB 960102,1996-01-02,64.32,-60.97,4216.0,1996-01-02 20:20:54.602,64.32,-60.97,0.0,,960102
GRB 960111,1996-01-11,138.06999999999996,48.17,4312.0,1996-01-11 12:55:23.914,138.07,48.17,0.0,,960111
GRB 960113,1996-01-13,230.26999999999995,6.2,4350.0,1996-01-13 15:33:43.754,230.27,6.2,0.0,,960113
GRB 960114,1996-01-14,216.19,-29.73,4368.0,1996-01-14 12:15:04.778,216.19,-29.73,0.0,,960114
GRB 960115,1996-01-15,228.58,17.12,4388.0,1996-01-15 17:21:32.362,228.58,17.12,0.0,,960115
GRB 960124A,1996-01-24,51.03999999999999,54.05,4556.0,1996-01-24 00:56:25.994,51.04,54.05,0.0,,960124
GRB 960124B,1996-01-24,231.92,-4.23,4569.0,1996-01-24 21:08:13.898,231.92,-4.23,0.0,,960124B
GRB 960129B,1996-01-29,192.74,-21.17,4653.0,1996-01-29 15:24:20.554,192.74,-21.17,0.0,,960129
GRB 960201,1996-02-01,358.04999999999995,14.46,4701.0,1996-02-01 21:48:43.338,358.05,14.46,0.0,,960201
GRB 960202,1996-02-02,215.04,-64.63,4710.0,1996-02-02 14:05:51.434,215.04,-64.63,0.0,,960202
GRB 960205B,1996-02-05,110.11,-41.99,4745.0,1996-02-05 09:34:49.034,110.11,-41.99,0.0,,960205
GRB 960210,1996-02-10,232.29999999999995,77.01,4814.0,1996-02-10 09:46:37.642,232.3,77.01,0.0,,960210
GRB 960219,1996-02-19,256.11999999999995,19.610000000000003,4939.0,1996-02-19 19:52:20.426,256.12,19.61,0.0,,960219
GRB 960221,1996-02-21,47.76999999999999,-31.24,4959.0,1996-02-21 05:21:47.210,47.77,-31.24,0.0,,960221
GRB 960229B,1996-02-29,358.22,12.4,5080.0,1996-02-29 23:56:04.938,358.22,12.4,0.0,,960229
GRB 960316,1996-03-16,223.0,-70.17,5255.0,1996-03-16 18:34:44.298,223.0,-70.17,0.0,,960316
GRB 960322A,1996-03-22,96.98,-54.61,5304.0,1996-03-22 05:27:21.418,96.98,-54.61,0.0,,960322
GRB 960322B,1996-03-22,177.51999999999998,-29.57,5305.0,1996-03-22 12:29:23.530,177.52,-29.57,0.0,,960322B
GRB 960330,1996-03-30,26.11,-21.91,5379.0,1996-03-30 00:20:43.850,26.11,-21.91,0.0,,960330
GRB 960331A,1996-03-31,274.81,15.19,5387.0,1996-03-31 00:47:10.026,274.81,15.19,0.0,,960331B
GRB 960331B,1996-03-31,111.86,-20.39,5389.0,1996-03-31 05:53:26.986,111.86,-20.39,0.0,,960331
GRB 960403A,1996-04-03,211.58,18.9,5407.0,1996-04-03 08:37:02.794,211.58,18.9,0.0,,960403B
GRB 960403B,1996-04-03,106.97999999999998,19.81,5409.0,1996-04-03 17:38:25.098,106.98,19.81,0.0,,960403
GRB 960405A,1996-04-05,69.67999999999998,26.790000000000003,5411.0,1996-04-05 16:31:40.234,69.68,26.79,0.0,,960405B
GRB 960405B,1996-04-05,332.04999999999995,-14.22,5412.0,1996-04-05 18:42:03.594,332.05,-14.22,0.0,,960405
GRB 960409A,1996-04-09,224.62,67.28,5415.0,1996-04-09 12:16:06.090,224.62,67.28,0.0,,960409C
GRB 960409C,1996-04-09,42.54,41.92,5417.0,1996-04-09 21:25:44.970,42.54,41.92,0.0,,960409
GRB 960411B,1996-04-11,147.86,-5.74,5419.0,1996-04-11 05:52:48.842,147.86,-5.74,0.0,,960411
GRB 960412,1996-04-12,265.80999999999995,-1.19,5420.0,1996-04-12 21:55:01.962,265.81,-1.19,0.0,,960412
GRB 960414,1996-04-14,351.0399999999999,-45.14,5421.0,1996-04-14 03:37:45.930,351.04,-45.14,0.0,,960414
GRB 960415A,1996-04-15,159.09999999999997,-56.81,5423.0,1996-04-15 04:51:43.946,159.1,-56.81,0.0,,960415C
GRB 960416,1996-04-16,66.85,73.6,5428.0,1996-04-16 04:08:59.850,66.85,73.6,0.0,,960416
GRB 960417A,1996-04-17,50.18,-4.27,5429.0,1996-04-17 03:03:23.722,50.18,-4.27,0.0,,960417
GRB 960418A,1996-04-18,170.5,0.4194444444444444,5433.0,1996-04-18 01:41:44.522,170.5,0.42,0.001,,960418B
GRB 960418B,1996-04-18,91.12,7.91,5434.0,1996-04-18 04:13:50.666,91.12,7.91,0.0,,960418C
GRB 960420,1996-04-20,234.25,-27.23,5439.0,1996-04-20 04:40:44.362,234.25,-27.23,0.0,,960420
GRB 960425B,1996-04-25,9.791666666666666,56.51,5447.0,1996-04-25 23:59:50.986,9.8,56.51,0.005,,960425B
GRB 960428,1996-04-28,304.2399999999999,35.13,5450.0,1996-04-28 13:12:32.202,304.24,35.13,0.0,,960428
GRB 960430,1996-04-30,11.799999999999995,-51.49,5451.0,1996-04-30 13:51:26.922,11.8,-51.49,0.0,,960430
GRB 960508A,1996-05-08,141.96999999999997,-45.44,5454.0,1996-05-08 13:30:08.906,141.97,-45.44,0.0,,960508
GRB 960508B,1996-05-08,258.31999999999994,-77.61999999999999,5456.0,1996-05-08 19:00:05.450,258.32,-77.62,0.0,,960508B
GRB 960516B,1996-05-16,208.76,61.88,5463.0,1996-05-16 18:37:19.434,208.76,61.88,0.0,,960516B
GRB 960516C,1996-05-16,62.28,-18.07,5464.0,1996-05-16 23:24:08.266,62.28,-18.07,0.0,,960516
GRB 960518,1996-05-18,130.61999999999995,1.14,5465.0,1996-05-18 12:43:04.778,130.62,1.14,0.0,,960518
GRB 960521A,1996-05-21,303.24999999999994,55.77,5466.0,1996-05-21 08:05:46.826,303.25,55.77,0.0,,960521
GRB 960521B,1996-05-21,251.54999999999995,41.07,5467.0,1996-05-21 09:23:26.730,251.55,41.07,0.0,,960521B
GRB 960523B,1996-05-23,46.74999999999999,-63.32,5470.0,1996-05-23 16:32:01.802,46.75,-63.32,0.0,,960523
GRB 960524B,1996-05-24,160.82,2.6,5472.0,1996-05-24 09:05:26.730,160.82,2.6,0.0,,960524B
GRB 960524C,1996-05-24,358.52,-24.77,5473.0,1996-05-24 20:09:09.066,358.52,-24.77,0.0,,960524
GRB 960525,1996-05-25,139.07,53.77,5474.0,1996-05-25 23:32:30.026,139.07,53.77,0.0,,960525
GRB 960527,1996-05-27,186.07,1.08,5475.0,1996-05-27 15:48:42.314,186.07,1.08,0.0,,960527
GRB 960528,1996-05-28,291.86,22.03,5476.0,1996-05-28 02:14:22.666,291.86,22.03,0.0,,960528
GRB 960529,1996-05-29,14.4,48.89,5477.0,1996-05-29 12:07:45.098,14.4,48.89,0.0,,960529
GRB 960530,1996-05-30,143.41,-53.79,5478.0,1996-05-30 17:18:19.082,143.41,-53.79,0.0,,960530
GRB 960531A,1996-05-31,34.209999999999994,-28.5,5479.0,1996-05-31 01:54:35.594,34.21,-28.5,0.0,,960531
GRB 960531B,1996-05-31,179.99999999999997,80.77,5480.0,1996-05-31 08:56:41.418,180.0,80.77,0.0,,960531B
GRB 960601A,1996-06-01,208.81,-56.48,5482.0,1996-06-01 04:45:49.642,208.81,-56.48,0.0,,960601B
GRB 960601B,1996-06-01,5.570833333333333,64.8,5483.0,1996-06-01 18:12:56.010,5.57,64.8,0.0,,960601
GRB 960602,1996-06-02,272.72,-35.19,5484.0,1996-06-02 03:59:43.050,272.72,-35.19,0.0,,960602
GRB 960604,1996-06-04,313.9,-26.93,5485.0,1996-06-04 20:27:48.298,313.9,-26.93,0.0,,960604
GRB 960605A,1996-06-05,154.26,-1.98,5486.0,1996-06-05 08:09:52.138,154.26,-1.98,0.0,,960605
GRB 960605B,1996-06-05,244.06,52.8,5487.0,1996-06-05 13:11:35.882,244.06,52.8,0.0,,960605B
GRB 960607B,1996-06-07,48.43,75.1,5489.0,1996-06-07 21:41:15.594,48.43,75.1,0.0,,960607
GRB 960608A,1996-06-08,255.95,-13.09,5490.0,1996-06-08 15:33:32.490,255.95,-13.09,0.0,,960608
GRB 960610,1996-06-10,328.23999999999995,-29.35,5492.0,1996-06-10 21:23:02.986,328.24,-29.35,0.0,,960610
GRB 960612,1996-06-12,22.25,6.34,5493.0,1996-06-12 05:42:32.394,22.25,6.34,0.0,,960612
GRB 960613A,1996-06-13,276.53,-66.46000000000001,5494.0,1996-06-13 00:03:44.970,276.53,-66.46,0.0,,960613B
GRB 960613B,1996-06-13,221.7,35.97,5495.0,1996-06-13 13:41:09.194,221.7,35.97,0.0,,960613
GRB 960615A,1996-06-15,110.93,51.13,5497.0,1996-06-15 02:06:28.042,110.93,51.13,0.0,,960615
GRB 960617A,1996-06-17,310.11,-44.72,5503.0,1996-06-17 03:38:58.634,310.11,-44.72,0.0,,960617
GRB 960617B,1996-06-17,161.14,-30.9,5504.0,1996-06-17 21:09:56.298,161.14,-30.9,0.0,,960617B
GRB 960620,1996-06-20,206.88,27.78,5507.0,1996-06-20 05:25:35.562,206.88,27.78,0.0,,960620
GRB 960621A,1996-06-21,357.19,10.86,5508.0,1996-06-21 02:20:12.426,357.19,10.86,0.0,,960621C
GRB 960621C,1996-06-21,290.5,25.34,5510.0,1996-06-21 06:34:45.834,290.5,25.34,0.0,,960621B
GRB 960623A,1996-06-23,180.78,7.59,5512.0,1996-06-23 01:18:48.522,180.78,7.59,0.0,,960623
GRB 960623B,1996-06-23,287.04,-45.580000000000005,5513.0,1996-06-23 03:20:38.858,287.04,-45.58,0.0,,960623D
GRB 960623D,1996-06-23,358.99999999999994,0.05,5515.0,1996-06-23 18:10:43.530,359.0,0.05,0.0,,960623B
GRB 960624B,1996-06-24,98.96,32.05,5517.0,1996-06-24 03:26:13.450,98.96,32.05,0.0,,960624
GRB 960625,1996-06-25,110.59,-8.209999999999999,5518.0,1996-06-25 04:42:26.890,110.59,-8.21,0.0,,960625
GRB 960628,1996-06-28,326.98,48.28,5523.0,1996-06-28 05:20:22.730,326.98,48.28,0.0,,960628
GRB 960702A,1996-07-02,108.65999999999998,19.43,5524.0,1996-07-02 00:59:09.898,108.66,19.43,0.0,,960702B
GRB 960703A,1996-07-03,4.620833333333333,-7.75,5526.0,1996-07-03 13:42:53.898,4.62,-7.75,0.001,,960703B
GRB 960707A,1996-07-07,320.94999999999993,82.51,5530.0,1996-07-07 10:16:40.266,320.95,82.51,0.0,,960707
GRB 960707B,1996-07-07,189.27,-1.78,5531.0,1996-07-07 12:24:53.450,189.27,-1.78,0.0,,960707C
GRB 960713B,1996-07-13,169.28999999999996,85.45,5538.0,1996-07-13 19:45:32.874,169.29,85.45,0.0,,960713
GRB 960715A,1996-07-15,3.4291666666666667,35.5,5539.0,1996-07-15 00:48:26.826,3.43,35.5,0.001,,960715
GRB 960715B,1996-07-15,81.75999999999999,48.84,5540.0,1996-07-15 07:33:13.034,81.76,48.84,0.0,,960715B
GRB 960715C,1996-07-15,312.98999999999995,51.86,5541.0,1996-07-15 11:19:14.890,312.99,51.86,0.0,,960715C
GRB 960716,1996-07-16,55.42,-10.53,5542.0,1996-07-16 02:14:09.098,55.42,-10.53,0.0,,960716
GRB 960720,1996-07-20,262.43,49.330000000000005,5545.0,1996-07-20 11:36:52.938,262.43,49.33,0.0,,960720
GRB 960722A,1996-07-22,228.82,10.489999999999998,5546.0,1996-07-22 00:27:01.194,228.82,10.49,0.0,,960722B
GRB 960722C,1996-07-22,29.64,31.67,5548.0,1996-07-22 07:05:06.506,29.64,31.67,0.0,,960722
GRB 960723,1996-07-23,94.98999999999998,43.25,5551.0,1996-07-23 04:46:01.930,94.99,43.25,0.0,,960723
GRB 960730A,1996-07-30,277.94,-56.54,5554.0,1996-07-30 19:35:08.234,277.94,-56.54,0.0,,960730
GRB 960730B,1996-07-30,150.01,25.41,5555.0,1996-07-30 20:33:18.026,150.01,25.41,0.0,,960730B
GRB 960802,1996-08-02,249.52,30.53,5559.0,1996-08-02 22:06:59.786,249.52,30.53,0.0,,960802
GRB 960804B,1996-08-04,218.67,68.2,5563.0,1996-08-04 23:28:55.754,218.67,68.2,0.0,,960804
GRB 960806A,1996-08-06,319.98,1.03,5565.0,1996-08-06 16:18:33.290,319.98,1.03,0.0,,960806B
GRB 960806B,1996-08-06,182.93,-2.19,5566.0,1996-08-06 22:28:29.770,182.93,-2.19,0.0,,960806
GRB 960807,1996-08-07,157.53,32.13,5567.0,1996-08-07 19:49:26.346,157.53,32.13,0.0,,960807
GRB 960808,1996-08-08,85.25,37.02,5568.0,1996-08-08 16:42:03.850,85.25,37.02,0.0,,960808
GRB 960810A,1996-08-10,185.29,-34.6,5569.0,1996-08-10 06:49:31.594,185.29,-34.6,0.0,,960810B
GRB 960812,1996-08-12,97.01999999999998,39.0,5571.0,1996-08-12 14:04:25.098,97.02,39.0,0.0,,960812
GRB 960813A,1996-08-13,89.82,14.91,5572.0,1996-08-13 05:46:09.994,89.82,14.91,0.0,,960813
GRB 960813B,1996-08-13,186.97,41.96,5573.0,1996-08-13 21:47:18.090,186.97,41.96,0.0,,960813B
GRB 960814,1996-08-14,192.49,-48.55,5574.0,1996-08-14 16:20:47.946,192.49,-48.55,0.0,,960814
GRB 960815,1996-08-15,265.33,-58.01,5575.0,1996-08-15 10:00:27.082,265.33,-58.01,0.0,,960815
GRB 960819,1996-08-19,87.1,50.77,5581.0,1996-08-19 20:36:22.346,87.1,50.77,0.0,,960819
GRB 960824,1996-08-24,351.2399999999999,65.67,5585.0,1996-08-24 01:41:50.922,351.24,65.67,0.0,,960824
