timestep,collapsed_fraction,collapse_x_start,collapse_x_end
0,0.544,0.2284569138276553,0.7715430861723446
1,0.432,0.28456913827655306,0.7154308617234468
2,0.364,0.3186372745490982,0.6813627254509017
3,0.324,0.3386773547094188,0.6613226452905812
4,0.3,0.3507014028056112,0.6492985971943888
5,0.288,0.3567134268537074,0.6432865731462926
6,0.288,0.3547094188376753,0.6452905811623246
7,0.28,0.3607214428857715,0.6392785571142284
8,0.284,0.35871743486973945,0.6412825651302605
9,0.284,0.3567134268537074,0.6432865731462926
10,0.284,0.35871743486973945,0.6412825651302605
11,0.276,0.3627254509018036,0.6372745490981964
12,0.28,0.3607214428857715,0.6392785571142284
13,0.284,0.35871743486973945,0.6412825651302605
14,0.288,0.3567134268537074,0.6432865731462926
15,0.292,0.3547094188376753,0.6452905811623246
16,0.296,0.35270541082164325,0.6472945891783567
17,0.3,0.3507014028056112,0.6492985971943888
18,0.304,0.3486973947895791,0.6513026052104208
19,0.308,0.34669338677354705,0.6533066132264529
20,0.312,0.344689378757515,0.655310621242485
21,0.316,0.3426853707414829,0.657314629258517
22,0.32,0.34068136272545085,0.6593186372745491
23,0.324,0.3386773547094188,0.6613226452905812
24,0.328,0.3366733466933867,0.6633266533066132
25,0.332,0.33466933867735466,0.6653306613226453
26,0.336,0.33266533066132264,0.6673346693386772
27,0.34,0.3306613226452906,0.6693386773547093
28,0.344,0.3286573146292585,0.6713426853707414
29,0.34,0.3306613226452906,0.6693386773547093
30,0.336,0.33266533066132264,0.6673346693386772
31,0.34,0.3306613226452906,0.6693386773547093
32,0.344,0.3286573146292585,0.6713426853707414
33,0.348,0.32665330661322645,0.6733466933867734
34,0.352,0.3246492985971944,0.6753507014028055
35,0.356,0.3226452905811623,0.6773547094188376
36,0.36,0.32064128256513025,0.6793587174348696
37,0.364,0.3186372745490982,0.6813627254509017
38,0.368,0.3166332665330661,0.6833667334669338
39,0.372,0.31462925851703405,0.6853707414829658
40,0.376,0.312625250501002,0.6873747494989979
41,0.38,0.3106212424849699,0.68937875751503
42,0.38,0.30861723446893785,0.691382765531062
43,0.38,0.3106212424849699,0.68937875751503
44,0.376,0.312625250501002,0.6873747494989979
45,0.372,0.31462925851703405,0.6853707414829658
46,0.376,0.312625250501002,0.6873747494989979
47,0.38,0.3106212424849699,0.68937875751503
48,0.384,0.30861723446893785,0.691382765531062
49,0.388,0.3066132264529058,0.6933867735470941
50,0.392,0.3046092184368737,0.6953907815631262
51,0.396,0.30260521042084165,0.6973947895791582
52,0.4,0.3006012024048096,0.6993987975951903
53,0.404,0.2985971943887775,0.7014028056112224
54,0.408,0.29659318637274545,0.7034068136272544
55,0.412,0.2945891783567134,0.7054108216432865
56,0.416,0.2925851703406813,0.7074148296593186
57,0.42,0.29058116232464926,0.7094188376753506
58,0.424,0.2885771543086172,0.7114228456913827
59,0.428,0.2865731462925851,0.7134268537074148
60,0.432,0.28456913827655306,0.7154308617234468
61,0.436,0.282565130260521,0.7174348697394789
62,0.44,0.280561122244489,0.719438877755511
63,0.44,0.2785571142284569,0.721442885771543
64,0.432,0.28456913827655306,0.7154308617234468
65,0.436,0.282565130260521,0.7174348697394789
66,0.44,0.280561122244489,0.719438877755511
67,0.444,0.2785571142284569,0.721442885771543
68,0.448,0.27655310621242485,0.7234468937875751
69,0.452,0.2745490981963928,0.7254509018036072
70,0.456,0.2725450901803607,0.7274549098196392
71,0.46,0.27054108216432865,0.7294589178356713
72,0.464,0.2685370741482966,0.7314629258517034
73,0.468,0.2665330661322645,0.7334669338677354
74,0.472,0.26452905811623245,0.7354709418837675
75,0.476,0.2625250501002004,0.7374749498997996
76,0.476,0.2605210420841683,0.7394789579158316
77,0.476,0.2625250501002004,0.7374749498997996
78,0.472,0.26452905811623245,0.7354709418837675
79,0.468,0.2665330661322645,0.7334669338677354
80,0.472,0.26452905811623245,0.7354709418837675
81,0.476,0.2625250501002004,0.7374749498997996
82,0.48,0.2605210420841683,0.7394789579158316
83,0.484,0.25851703406813625,0.7414829659318637
84,0.488,0.2565130260521042,0.7434869739478958
85,0.492,0.2545090180360721,0.7454909819639278
86,0.496,0.25250501002004005,0.7474949899799599
87,0.5,0.250501002004008,0.749498997995992
88,0.504,0.24849699398797592,0.751503006012024
89,0.508,0.24649298597194386,0.7535070140280561
90,0.512,0.2444889779559118,0.7555110220440882
91,0.516,0.24248496993987975,0.7575150300601202
92,0.52,0.24048096192384769,0.7595190380761523
93,0.524,0.23847695390781562,0.7615230460921844
94,0.528,0.23647294589178355,0.7635270541082164
95,0.532,0.2344689378757515,0.7655310621242485
96,0.536,0.23246492985971942,0.7675350701402806
97,0.532,0.2344689378757515,0.7655310621242485
98,0.528,0.23647294589178355,0.7635270541082164
99,0.532,0.2344689378757515,0.7655310621242485
100,0.536,0.23246492985971942,0.7675350701402806
101,0.54,0.23046092184368736,0.7695390781563125
102,0.544,0.2284569138276553,0.7715430861723446
103,0.548,0.22645290581162322,0.7735470941883766
104,0.552,0.22444889779559116,0.7755511022044087
105,0.556,0.2224448897795591,0.7775551102204408
106,0.56,0.22044088176352702,0.7795591182364728
107,0.564,0.21843687374749496,0.7815631262525049
108,0.568,0.21643286573146292,0.783567134268537
109,0.572,0.21442885771543085,0.785571142284569
110,0.572,0.2124248496993988,0.7875751503006011
111,0.572,0.21442885771543085,0.785571142284569
112,0.568,0.21643286573146292,0.783567134268537
113,0.564,0.21843687374749496,0.7815631262525049
114,0.568,0.21643286573146292,0.783567134268537
115,0.572,0.21442885771543085,0.785571142284569
116,0.576,0.2124248496993988,0.7875751503006011
117,0.58,0.21042084168336672,0.7895791583166332
118,0.584,0.20841683366733466,0.7915831663326652
119,0.588,0.2064128256513026,0.7935871743486973
120,0.592,0.20440881763527052,0.7955911823647294
121,0.596,0.20240480961923846,0.7975951903807614
122,0.6,0.2004008016032064,0.7995991983967935
123,0.604,0.19839679358717432,0.8016032064128256
124,0.608,0.19639278557114226,0.8036072144288576
125,0.612,0.1943887775551102,0.8056112224448897
126,0.616,0.19238476953907813,0.8076152304609218
127,0.62,0.1903807615230461,0.8096192384769538
128,0.624,0.18837675350701402,0.8116232464929859
129,0.628,0.18637274549098196,0.813627254509018
130,0.632,0.1843687374749499,0.81563126252505
131,0.628,0.18637274549098196,0.813627254509018
132,0.624,0.18837675350701402,0.8116232464929859
133,0.628,0.18637274549098196,0.813627254509018
134,0.632,0.1843687374749499,0.81563126252505
135,0.636,0.18236472945891782,0.8176352705410821
136,0.64,0.18036072144288576,0.8196392785571142
137,0.644,0.1783567134268537,0.8216432865731462
138,0.648,0.17635270541082163,0.8236472945891783
139,0.652,0.17434869739478956,0.8256513026052104
140,0.656,0.1723446893787575,0.8276553106212424
141,0.66,0.17034068136272543,0.8296593186372745
142,0.664,0.16833667334669336,0.8316633266533066
143,0.668,0.16633266533066132,0.8336673346693386
144,0.668,0.16432865731462926,0.8356713426853707
145,0.668,0.16633266533066132,0.8336673346693386
146,0.664,0.16833667334669336,0.8316633266533066
147,0.66,0.17034068136272543,0.8296593186372745
148,0.664,0.16833667334669336,0.8316633266533066
149,0.668,0.16633266533066132,0.8336673346693386
150,0.672,0.16432865731462926,0.8356713426853707
151,0.676,0.1623246492985972,0.8376753507014028
152,0.68,0.16032064128256512,0.8396793587174348
153,0.684,0.15831663326653306,0.8416833667334669
154,0.688,0.156312625250501,0.843687374749499
155,0.692,0.15430861723446893,0.845691382765531
156,0.696,0.15230460921843686,0.8476953907815631
157,0.7,0.1503006012024048,0.8496993987975952
158,0.704,0.14829659318637273,0.8517034068136272
159,0.708,0.14629258517034066,0.8537074148296593
160,0.712,0.1442885771543086,0.8557114228456913
161,0.716,0.14228456913827653,0.8577154308617234
162,0.72,0.1402805611222445,0.8597194388777555
163,0.724,0.13827655310621242,0.8617234468937875
164,0.728,0.13627254509018036,0.8637274549098196
165,0.724,0.13827655310621242,0.8617234468937875
166,0.72,0.1402805611222445,0.8597194388777555
167,0.724,0.13827655310621242,0.8617234468937875
168,0.728,0.13627254509018036,0.8637274549098196
169,0.732,0.1342685370741483,0.8657314629258517
170,0.736,0.13226452905811623,0.8677354709418837
171,0.74,0.13026052104208416,0.8697394789579158
172,0.744,0.1282565130260521,0.8717434869739479
173,0.748,0.12625250501002003,0.8737474949899798
174,0.752,0.12424849699398796,0.8757515030060119
175,0.756,0.1222444889779559,0.877755511022044
176,0.76,0.12024048096192384,0.879759519038076
177,0.764,0.11823647294589178,0.8817635270541081
178,0.764,0.11623246492985971,0.8837675350701402
179,0.764,0.11823647294589178,0.8817635270541081
180,0.76,0.12024048096192384,0.879759519038076
181,0.756,0.1222444889779559,0.877755511022044
182,0.76,0.12024048096192384,0.879759519038076
183,0.764,0.11823647294589178,0.8817635270541081
184,0.768,0.11623246492985971,0.8837675350701402
185,0.772,0.11422845691382764,0.8857715430861722
186,0.776,0.11222444889779558,0.8877755511022043
187,0.78,0.11022044088176351,0.8897795591182364
188,0.784,0.10821643286573146,0.8917835671342684
189,0.788,0.1062124248496994,0.8937875751503005
190,0.792,0.10420841683366733,0.8957915831663326
191,0.796,0.10220440881763526,0.8977955911823646
192,0.8,0.1002004008016032,0.8997995991983967
193,0.804,0.09819639278557113,0.9018036072144288
194,0.808,0.09619238476953906,0.9038076152304608
195,0.812,0.09418837675350701,0.9058116232464929
196,0.816,0.09218436873747494,0.907815631262525
197,0.82,0.09018036072144288,0.909819639278557
198,0.824,0.08817635270541081,0.9118236472945891
199,0.82,0.09018036072144288,0.909819639278557
200,0.816,0.09218436873747494,0.907815631262525
201,0.82,0.09018036072144288,0.909819639278557
202,0.824,0.08817635270541081,0.9118236472945891
203,0.828,0.08617234468937875,0.9138276553106212
204,0.832,0.08416833667334668,0.9158316633266532
205,0.836,0.08216432865731463,0.9178356713426853
206,0.84,0.08016032064128256,0.9198396793587174
207,0.844,0.0781563126252505,0.9218436873747494
208,0.848,0.07615230460921843,0.9238476953907815
209,0.852,0.07414829659318636,0.9258517034068136
210,0.856,0.0721442885771543,0.9278557114228456
211,0.86,0.07014028056112225,0.9298597194388777
212,0.86,0.06813627254509018,0.9318637274549098
213,0.86,0.07014028056112225,0.9298597194388777
214,0.856,0.0721442885771543,0.9278557114228456
215,0.852,0.07414829659318636,0.9258517034068136
216,0.856,0.0721442885771543,0.9278557114228456
217,0.86,0.07014028056112225,0.9298597194388777
218,0.864,0.06813627254509018,0.9318637274549098
219,0.868,0.06613226452905811,0.9338677354709418
220,0.872,0.06412825651302605,0.9358717434869739
221,0.876,0.06212424849699398,0.937875751503006
222,0.88,0.06012024048096192,0.939879759519038
223,0.884,0.058116232464929855,0.9418837675350701
224,0.888,0.05611222444889779,0.9438877755511021
225,0.892,0.05410821643286573,0.9458917835671342
226,0.896,0.052104208416833664,0.9478957915831663
227,0.9,0.0501002004008016,0.9498997995991983
228,0.904,0.04809619238476953,0.9519038076152304
229,0.908,0.04609218436873747,0.9539078156312625
230,0.912,0.044088176352705406,0.9559118236472945
231,0.916,0.04208416833667334,0.9579158316633266
232,0.92,0.04008016032064128,0.9599198396793587
233,0.916,0.04208416833667334,0.9579158316633266
234,0.912,0.044088176352705406,0.9559118236472945
235,0.916,0.04208416833667334,0.9579158316633266
236,0.92,0.04008016032064128,0.9599198396793587
237,0.924,0.038076152304609215,0.9619238476953907
238,0.928,0.03607214428857715,0.9639278557114228
239,0.932,0.03406813627254509,0.9659318637274549
240,0.936,0.03206412825651302,0.9679358717434869
241,0.94,0.03006012024048096,0.969939879759519
242,0.944,0.028056112224448895,0.9719438877755511
243,0.948,0.026052104208416832,0.9739478957915831
244,0.952,0.024048096192384766,0.9759519038076151
245,0.956,0.022044088176352703,0.9779559118236472
246,0.956,0.02004008016032064,0.9799599198396792
247,0.956,0.022044088176352703,0.9779559118236472
248,0.952,0.024048096192384766,0.9759519038076151
249,0.948,0.026052104208416832,0.9739478957915831
250,0.952,0.024048096192384766,0.9759519038076151
251,0.956,0.022044088176352703,0.9779559118236472
252,0.96,0.02004008016032064,0.9799599198396792
253,0.964,0.018036072144288574,0.9819639278557113
254,0.968,0.01603206412825651,0.9839679358717434
255,0.972,0.014028056112224447,0.9859719438877754
256,0.976,0.012024048096192383,0.9879759519038075
257,0.98,0.01002004008016032,0.9899799599198396
258,0.984,0.008016032064128256,0.9919839679358716
259,0.988,0.0060120240480961915,0.9939879759519037
260,0.992,0.004008016032064128,0.9959919839679358
261,0.996,0.002004008016032064,0.9979959919839678
262,0.996,0.002004008016032064,0.9979959919839678
263,0.996,0.002004008016032064,0.9979959919839678
264,0.996,0.002004008016032064,0.9979959919839678
265,0.996,0.002004008016032064,0.9979959919839678
266,0.996,0.002004008016032064,0.9979959919839678
267,0.996,0.002004008016032064,0.9979959919839678
268,0.996,0.002004008016032064,0.9979959919839678
269,0.996,0.002004008016032064,0.9979959919839678
270,0.996,0.002004008016032064,0.9979959919839678
271,0.996,0.002004008016032064,0.9979959919839678
272,0.996,0.002004008016032064,0.9979959919839678
273,0.996,0.002004008016032064,0.9979959919839678
274,0.996,0.002004008016032064,0.9979959919839678
275,0.996,0.002004008016032064,0.9979959919839678
276,0.996,0.002004008016032064,0.9979959919839678
277,0.996,0.002004008016032064,0.9979959919839678
278,0.996,0.002004008016032064,0.9979959919839678
279,0.996,0.002004008016032064,0.9979959919839678
280,0.996,0.002004008016032064,0.9979959919839678
281,0.996,0.002004008016032064,0.9979959919839678
282,0.996,0.002004008016032064,0.9979959919839678
283,0.996,0.002004008016032064,0.9979959919839678
284,0.996,0.002004008016032064,0.9979959919839678
285,0.996,0.002004008016032064,0.9979959919839678
286,0.996,0.002004008016032064,0.9979959919839678
287,0.996,0.002004008016032064,0.9979959919839678
288,0.996,0.002004008016032064,0.9979959919839678
289,0.996,0.002004008016032064,0.9979959919839678
290,0.996,0.002004008016032064,0.9979959919839678
291,0.996,0.002004008016032064,0.9979959919839678
292,0.996,0.002004008016032064,0.9979959919839678
293,0.996,0.002004008016032064,0.9979959919839678
294,0.996,0.002004008016032064,0.9979959919839678
295,0.996,0.002004008016032064,0.9979959919839678
296,0.996,0.002004008016032064,0.9979959919839678
297,0.996,0.002004008016032064,0.9979959919839678
298,0.996,0.002004008016032064,0.9979959919839678
299,0.996,0.002004008016032064,0.9979959919839678
300,0.996,0.002004008016032064,0.9979959919839678
301,0.996,0.002004008016032064,0.9979959919839678
302,0.996,0.002004008016032064,0.9979959919839678
303,0.996,0.002004008016032064,0.9979959919839678
304,0.996,0.002004008016032064,0.9979959919839678
305,0.996,0.002004008016032064,0.9979959919839678
306,0.996,0.002004008016032064,0.9979959919839678
307,0.996,0.002004008016032064,0.9979959919839678
308,0.996,0.002004008016032064,0.9979959919839678
309,0.996,0.002004008016032064,0.9979959919839678
310,0.996,0.002004008016032064,0.9979959919839678
311,0.996,0.002004008016032064,0.9979959919839678
312,0.996,0.002004008016032064,0.9979959919839678
313,0.996,0.002004008016032064,0.9979959919839678
314,0.996,0.002004008016032064,0.9979959919839678
315,0.996,0.002004008016032064,0.9979959919839678
316,0.996,0.002004008016032064,0.9979959919839678
317,0.996,0.002004008016032064,0.9979959919839678
318,0.996,0.002004008016032064,0.9979959919839678
319,0.996,0.002004008016032064,0.9979959919839678
320,0.996,0.002004008016032064,0.9979959919839678
321,0.996,0.002004008016032064,0.9979959919839678
322,0.996,0.002004008016032064,0.9979959919839678
323,0.996,0.002004008016032064,0.9979959919839678
324,0.996,0.002004008016032064,0.9979959919839678
325,0.996,0.002004008016032064,0.9979959919839678
326,0.996,0.002004008016032064,0.9979959919839678
327,0.996,0.002004008016032064,0.9979959919839678
328,0.996,0.002004008016032064,0.9979959919839678
329,0.996,0.002004008016032064,0.9979959919839678
330,0.996,0.002004008016032064,0.9979959919839678
331,0.996,0.002004008016032064,0.9979959919839678
332,0.996,0.002004008016032064,0.9979959919839678
333,0.996,0.002004008016032064,0.9979959919839678
334,0.996,0.002004008016032064,0.9979959919839678
335,0.996,0.002004008016032064,0.9979959919839678
336,0.996,0.002004008016032064,0.9979959919839678
337,0.996,0.002004008016032064,0.9979959919839678
338,0.996,0.002004008016032064,0.9979959919839678
339,0.996,0.002004008016032064,0.9979959919839678
340,0.996,0.002004008016032064,0.9979959919839678
341,0.996,0.002004008016032064,0.9979959919839678
342,0.996,0.002004008016032064,0.9979959919839678
343,0.996,0.002004008016032064,0.9979959919839678
344,0.996,0.002004008016032064,0.9979959919839678
345,0.996,0.002004008016032064,0.9979959919839678
346,0.996,0.002004008016032064,0.9979959919839678
347,0.996,0.002004008016032064,0.9979959919839678
348,0.996,0.002004008016032064,0.9979959919839678
349,0.996,0.002004008016032064,0.9979959919839678
350,0.996,0.002004008016032064,0.9979959919839678
351,0.996,0.002004008016032064,0.9979959919839678
352,0.996,0.002004008016032064,0.9979959919839678
353,0.996,0.002004008016032064,0.9979959919839678
354,0.996,0.002004008016032064,0.9979959919839678
355,0.996,0.002004008016032064,0.9979959919839678
356,0.996,0.002004008016032064,0.9979959919839678
357,0.996,0.002004008016032064,0.9979959919839678
358,0.996,0.002004008016032064,0.9979959919839678
359,0.996,0.002004008016032064,0.9979959919839678
360,0.996,0.002004008016032064,0.9979959919839678
361,0.996,0.002004008016032064,0.9979959919839678
362,0.996,0.002004008016032064,0.9979959919839678
363,0.996,0.002004008016032064,0.9979959919839678
364,0.996,0.002004008016032064,0.9979959919839678
365,0.996,0.002004008016032064,0.9979959919839678
366,0.996,0.002004008016032064,0.9979959919839678
367,0.996,0.002004008016032064,0.9979959919839678
368,0.996,0.002004008016032064,0.9979959919839678
369,0.996,0.002004008016032064,0.9979959919839678
370,0.996,0.002004008016032064,0.9979959919839678
371,0.996,0.002004008016032064,0.9979959919839678
372,0.996,0.002004008016032064,0.9979959919839678
373,0.996,0.002004008016032064,0.9979959919839678
374,0.996,0.002004008016032064,0.9979959919839678
375,0.996,0.002004008016032064,0.9979959919839678
376,0.996,0.002004008016032064,0.9979959919839678
377,0.996,0.002004008016032064,0.9979959919839678
378,0.996,0.002004008016032064,0.9979959919839678
379,0.996,0.002004008016032064,0.9979959919839678
380,0.996,0.002004008016032064,0.9979959919839678
381,0.996,0.002004008016032064,0.9979959919839678
382,0.996,0.002004008016032064,0.9979959919839678
383,0.996,0.002004008016032064,0.9979959919839678
384,0.996,0.002004008016032064,0.9979959919839678
385,0.996,0.002004008016032064,0.9979959919839678
386,0.996,0.002004008016032064,0.9979959919839678
387,0.996,0.002004008016032064,0.9979959919839678
388,0.996,0.002004008016032064,0.9979959919839678
389,0.996,0.002004008016032064,0.9979959919839678
390,0.996,0.002004008016032064,0.9979959919839678
391,0.996,0.002004008016032064,0.9979959919839678
392,0.996,0.002004008016032064,0.9979959919839678
393,0.996,0.002004008016032064,0.9979959919839678
394,0.996,0.002004008016032064,0.9979959919839678
395,0.996,0.002004008016032064,0.9979959919839678
396,0.996,0.002004008016032064,0.9979959919839678
397,0.996,0.002004008016032064,0.9979959919839678
398,0.996,0.002004008016032064,0.9979959919839678
399,0.996,0.002004008016032064,0.9979959919839678
400,0.996,0.002004008016032064,0.9979959919839678
401,0.996,0.002004008016032064,0.9979959919839678
402,0.996,0.002004008016032064,0.9979959919839678
403,0.996,0.002004008016032064,0.9979959919839678
404,0.996,0.002004008016032064,0.9979959919839678
405,0.996,0.002004008016032064,0.9979959919839678
406,0.996,0.002004008016032064,0.9979959919839678
407,0.996,0.002004008016032064,0.9979959919839678
408,0.996,0.002004008016032064,0.9979959919839678
409,0.996,0.002004008016032064,0.9979959919839678
410,0.996,0.002004008016032064,0.9979959919839678
411,0.996,0.002004008016032064,0.9979959919839678
412,0.996,0.002004008016032064,0.9979959919839678
413,0.996,0.002004008016032064,0.9979959919839678
414,0.996,0.002004008016032064,0.9979959919839678
415,0.996,0.002004008016032064,0.9979959919839678
416,0.996,0.002004008016032064,0.9979959919839678
417,0.996,0.002004008016032064,0.9979959919839678
418,0.996,0.002004008016032064,0.9979959919839678
419,0.996,0.002004008016032064,0.9979959919839678
420,0.996,0.002004008016032064,0.9979959919839678
421,0.996,0.002004008016032064,0.9979959919839678
422,0.996,0.002004008016032064,0.9979959919839678
423,0.996,0.002004008016032064,0.9979959919839678
424,0.996,0.002004008016032064,0.9979959919839678
425,0.996,0.002004008016032064,0.9979959919839678
426,0.996,0.002004008016032064,0.9979959919839678
427,0.996,0.002004008016032064,0.9979959919839678
428,0.996,0.002004008016032064,0.9979959919839678
429,0.996,0.002004008016032064,0.9979959919839678
430,0.996,0.002004008016032064,0.9979959919839678
431,0.996,0.002004008016032064,0.9979959919839678
432,0.996,0.002004008016032064,0.9979959919839678
433,0.996,0.002004008016032064,0.9979959919839678
434,0.996,0.002004008016032064,0.9979959919839678
435,0.996,0.002004008016032064,0.9979959919839678
436,0.996,0.002004008016032064,0.9979959919839678
437,0.996,0.002004008016032064,0.9979959919839678
438,0.996,0.002004008016032064,0.9979959919839678
439,0.996,0.002004008016032064,0.9979959919839678
440,0.996,0.002004008016032064,0.9979959919839678
441,0.996,0.002004008016032064,0.9979959919839678
442,0.996,0.002004008016032064,0.9979959919839678
443,0.996,0.002004008016032064,0.9979959919839678
444,0.996,0.002004008016032064,0.9979959919839678
445,0.996,0.002004008016032064,0.9979959919839678
446,0.996,0.002004008016032064,0.9979959919839678
447,0.996,0.002004008016032064,0.9979959919839678
448,0.996,0.002004008016032064,0.9979959919839678
449,0.996,0.002004008016032064,0.9979959919839678
450,0.996,0.002004008016032064,0.9979959919839678
451,0.996,0.002004008016032064,0.9979959919839678
452,0.996,0.002004008016032064,0.9979959919839678
453,0.996,0.002004008016032064,0.9979959919839678
454,0.996,0.002004008016032064,0.9979959919839678
455,0.996,0.002004008016032064,0.9979959919839678
456,0.996,0.002004008016032064,0.9979959919839678
457,0.996,0.002004008016032064,0.9979959919839678
458,0.996,0.002004008016032064,0.9979959919839678
459,0.996,0.002004008016032064,0.9979959919839678
460,0.996,0.002004008016032064,0.9979959919839678
461,0.996,0.002004008016032064,0.9979959919839678
462,0.996,0.002004008016032064,0.9979959919839678
463,0.996,0.002004008016032064,0.9979959919839678
464,0.996,0.002004008016032064,0.9979959919839678
465,0.996,0.002004008016032064,0.9979959919839678
466,0.996,0.002004008016032064,0.9979959919839678
467,0.996,0.002004008016032064,0.9979959919839678
468,0.996,0.002004008016032064,0.9979959919839678
469,0.996,0.002004008016032064,0.9979959919839678
470,0.996,0.002004008016032064,0.9979959919839678
471,0.996,0.002004008016032064,0.9979959919839678
472,0.996,0.002004008016032064,0.9979959919839678
473,0.996,0.002004008016032064,0.9979959919839678
474,0.996,0.002004008016032064,0.9979959919839678
475,0.996,0.002004008016032064,0.9979959919839678
476,0.996,0.002004008016032064,0.9979959919839678
477,0.996,0.002004008016032064,0.9979959919839678
478,0.996,0.002004008016032064,0.9979959919839678
479,0.996,0.002004008016032064,0.9979959919839678
480,0.996,0.002004008016032064,0.9979959919839678
481,0.996,0.002004008016032064,0.9979959919839678
482,0.996,0.002004008016032064,0.9979959919839678
483,0.996,0.002004008016032064,0.9979959919839678
484,0.996,0.002004008016032064,0.9979959919839678
485,0.996,0.002004008016032064,0.9979959919839678
486,0.996,0.002004008016032064,0.9979959919839678
487,0.996,0.002004008016032064,0.9979959919839678
488,0.996,0.002004008016032064,0.9979959919839678
489,0.996,0.002004008016032064,0.9979959919839678
490,0.996,0.002004008016032064,0.9979959919839678
491,0.996,0.002004008016032064,0.9979959919839678
492,0.996,0.002004008016032064,0.9979959919839678
493,0.996,0.002004008016032064,0.9979959919839678
494,0.996,0.002004008016032064,0.9979959919839678
495,0.996,0.002004008016032064,0.9979959919839678
496,0.996,0.002004008016032064,0.9979959919839678
497,0.996,0.002004008016032064,0.9979959919839678
498,0.996,0.002004008016032064,0.9979959919839678
499,0.996,0.002004008016032064,0.9979959919839678
500,0.996,0.002004008016032064,0.9979959919839678
501,0.996,0.002004008016032064,0.9979959919839678
502,0.996,0.002004008016032064,0.9979959919839678
503,0.996,0.002004008016032064,0.9979959919839678
